Year,metro_name,code,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,statename,statecode,smallarea_status
2021,"Clarksville, TN-KY MSA",METRO17300M17300,576,689,872,1248,1510,40,Tennessee,TN,0
2021,"Cleveland, TN MSA",METRO17420M17420,536,617,813,1056,1212,40,Tennessee,TN,0
2021,"Crockett County, TN HUD Metro FMR Area",METRO27180N47033,444,511,673,900,1165,40,Tennessee,TN,0
2021,"Grainger County, TN HUD Metro FMR Area",METRO28940M34100,481,575,689,924,934,40,Tennessee,TN,0
2021,"Hickman County, TN HUD Metro FMR Area",METRO34980N47081,647,685,781,1013,1352,40,Tennessee,TN,0
2021,"Jackson, TN HUD Metro FMR Area",METRO27180M27180,549,661,832,1147,1152,40,Tennessee,TN,0
2021,"Johnson City, TN MSA",METRO27740M27740,617,621,752,956,1114,40,Tennessee,TN,0
2021,"Kingsport-Bristol-Bristol, TN-VA MSA",METRO28700M28700,513,533,701,916,1008,40,Tennessee,TN,0
2021,"Knoxville, TN HUD Metro FMR Area",METRO28940M28940,624,729,896,1182,1421,40,Tennessee,TN,0
2021,"Macon County, TN HUD Metro FMR Area",METRO34980N47111,551,555,731,909,1171,40,Tennessee,TN,0
2021,"Maury County, TN HUD Metro FMR Area",METRO34980N47119,730,735,945,1342,1452,40,Tennessee,TN,0
2021,"Memphis, TN-MS-AR HUD Metro FMR Area",METRO32820M32820,686,784,911,1228,1412,40,Tennessee,TN,0
2021,"Morgan County, TN HUD Metro FMR Area",METRO28940N47129,478,520,685,945,1186,40,Tennessee,TN,0
2021,"Morristown, TN MSA",METRO34100M34100,568,571,753,1028,1032,40,Tennessee,TN,0
2021,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",METRO34980M34980,998,1031,1197,1539,1930,40,Tennessee,TN,0
2021,"Roane County, TN HUD Metro FMR Area",METRO28940N47145,512,597,776,986,1201,40,Tennessee,TN,0
2021,"Smith County, TN HUD Metro FMR Area",METRO34980N47159,494,546,720,908,1074,40,Tennessee,TN,0
2021,"Abilene, TX MSA",METRO10180M10180,707,733,955,1285,1639,40,Texas,TX,0
2021,"Amarillo, TX HUD Metro FMR Area",METRO11100M11100,629,705,906,1236,1406,40,Texas,TX,0
2021,"Aransas County, TX HUD Metro FMR Area",METRO18580N48007,683,779,906,1297,1420,40,Texas,TX,0
2021,"Atascosa County, TX HUD Metro FMR Area",METRO41700N48013,603,773,881,1096,1417,40,Texas,TX,0
2021,"Austin County, TX HUD Metro FMR Area",METRO26420N48015,650,810,956,1242,1641,40,Texas,TX,0
2021,"Austin-Round Rock, TX MSA",METRO12420M12420,1059,1212,1434,1848,2207,40,Texas,TX,0
2021,"Beaumont-Port Arthur, TX HUD Metro FMR Area",METRO13140M13140,661,708,880,1145,1205,40,Texas,TX,0
2021,"Brazoria County, TX HUD Metro FMR Area",METRO26420MM1145,751,999,1139,1528,1972,40,Texas,TX,0
2021,"Brownsville-Harlingen, TX MSA",METRO15180M15180,586,590,753,989,1138,40,Texas,TX,0
2021,"College Station-Bryan, TX MSA",METRO17780M17780,686,774,909,1301,1574,40,Texas,TX,0
2021,"Corpus Christi, TX HUD Metro FMR Area",METRO18580M18580,784,864,1079,1428,1702,40,Texas,TX,0
2021,"Dallas, TX HUD Metro FMR Area",METRO19100M19100,1029,1134,1352,1746,2309,40,Texas,TX,1
2021,"El Paso, TX HUD Metro FMR Area",METRO21340M21340,548,687,831,1174,1415,40,Texas,TX,0
2021,"Falls County, TX HUD Metro FMR Area",METRO47380N48145,540,595,734,1033,1271,40,Texas,TX,0
2021,"Fort Worth-Arlington, TX HUD Metro FMR Area",METRO19100MM2800,901,1021,1242,1661,2077,40,Texas,TX,1
2021,"Hood County, TX HUD Metro FMR Area",METRO19100N48221,907,927,1107,1377,1686,40,Texas,TX,0
2021,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",METRO26420M26420,908,983,1176,1576,2010,40,Texas,TX,0
2021,"Hudspeth County, TX HUD Metro FMR Area",METRO21340N48229,484,605,734,913,1250,40,Texas,TX,0
2021,"Kendall County, TX HUD Metro FMR Area",METRO41700N48259,884,1061,1293,1608,2063,40,Texas,TX,0
2021,"Killeen-Temple, TX HUD Metro FMR Area",METRO28660M28660,635,639,815,1166,1411,40,Texas,TX,0
2021,"Lampasas County, TX HUD Metro FMR Area",METRO28660N48281,600,604,796,1112,1116,40,Texas,TX,0
2021,"Laredo, TX MSA",METRO29700M29700,730,735,915,1199,1351,40,Texas,TX,0
2021,"Longview, TX HUD Metro FMR Area",METRO30980M30980,603,721,850,1152,1351,40,Texas,TX,0
2021,"Lubbock, TX HUD Metro FMR Area",METRO31180M31180,637,733,896,1282,1551,40,Texas,TX,0
2021,"Lynn County, TX HUD Metro FMR Area",METRO31180N48305,523,602,734,1050,1271,40,Texas,TX,0
2021,"Martin County, TX HUD Metro FMR Area",METRO33260N48317,592,595,734,1050,1231,40,Texas,TX,0
2021,"McAllen-Edinburg-Mission, TX MSA",METRO32580M32580,570,574,739,953,1070,40,Texas,TX,0
2021,"Medina County, TX HUD Metro FMR Area",METRO41700N48325,592,657,866,1133,1329,40,Texas,TX,0
2021,"Midland, TX HUD Metro FMR Area",METRO33260M33260,1121,1128,1391,1730,2352,40,Texas,TX,0
2021,"Newton County, TX HUD Metro FMR Area",METRO13140N48351,553,592,734,1004,1007,40,Texas,TX,0
2021,"Odessa, TX MSA",METRO36220M36220,836,924,1214,1510,1845,40,Texas,TX,0
2021,"Oldham County, TX HUD Metro FMR Area",METRO11100N48359,712,798,1025,1275,1591,40,Texas,TX,0
2021,"Rusk County, TX HUD Metro FMR Area",METRO30980N48401,547,575,754,959,1208,40,Texas,TX,0
2021,"San Angelo, TX MSA",METRO41660M41660,647,762,980,1297,1572,40,Texas,TX,0
2021,"San Antonio-New Braunfels, TX HUD Metro FMR Area",METRO41700M41700,761,912,1114,1446,1793,40,Texas,TX,1
2021,"Sherman-Denison, TX MSA",METRO43300M43300,661,792,959,1292,1457,40,Texas,TX,0
2021,"Somervell County, TX HUD Metro FMR Area",METRO19100N48425,665,738,889,1272,1508,40,Texas,TX,0
2021,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",METRO45500M45500,647,658,826,1030,1322,40,Texas,TX,0
2021,"Tyler, TX MSA",METRO46340M46340,897,899,1085,1363,1774,40,Texas,TX,0
2021,"Victoria, TX MSA",METRO47020M47020,723,837,1033,1333,1473,40,Texas,TX,0
2021,"Waco, TX HUD Metro FMR Area",METRO47380M47380,686,721,934,1252,1398,40,Texas,TX,0
2021,"Wichita Falls, TX MSA",METRO48660M48660,585,656,832,1136,1346,40,Texas,TX,0
2021,"Wise County, TX HUD Metro FMR Area",METRO19100N48497,932,954,1087,1401,1496,40,Texas,TX,0
2021,"Box Elder County, UT HUD Metro FMR Area",METRO36260N49003,561,599,789,1072,1254,40,Utah,UT,0
2021,"Logan, UT-ID MSA",METRO30860M30860,516,618,782,1119,1354,40,Utah,UT,0
2021,"Ogden-Clearfield, UT HUD Metro FMR Area",METRO36260M36260,721,812,1021,1432,1707,40,Utah,UT,0
2021,"Provo-Orem, UT MSA",METRO39340M39340,776,827,943,1350,1633,40,Utah,UT,0
2021,"Salt Lake City, UT HUD Metro FMR Area",METRO41620M41620,829,1001,1204,1690,1892,40,Utah,UT,0
2021,"St. George, UT MSA",METRO41100M41100,751,781,970,1388,1679,40,Utah,UT,0
2021,"Tooele County, UT HUD Metro FMR Area",METRO41620N49045,690,769,962,1350,1666,40,Utah,UT,0
2021,"Burlington-South Burlington, VT MSA",METRO15540M15540,1091,1265,1628,2025,2208,40,Vermont,VT,0
2021,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",METRO13980M13980,795,858,978,1400,1693,40,Virginia,VA,0
2021,"Buckingham County, VA HUD Metro FMR Area",METRO16820N51029,564,652,743,1007,1140,40,Virginia,VA,0
2021,"Charlottesville, VA HUD Metro FMR Area",METRO16820M16820,949,1077,1266,1575,1965,40,Virginia,VA,0
2021,"Culpeper County, VA HUD Metro FMR Area",METRO47900N51047,788,794,1046,1439,1811,40,Virginia,VA,0
2021,"Floyd County, VA HUD Metro FMR Area",METRO13980N51063,601,615,701,1003,1214,40,Virginia,VA,0
2021,"Franklin County, VA HUD Metro FMR Area",METRO40220N51067,575,618,815,1014,1127,40,Virginia,VA,0
2021,"Giles County, VA HUD Metro FMR Area",METRO13980N51071,504,655,747,982,1099,40,Virginia,VA,0
2021,"Harrisonburg, VA MSA",METRO25500M25500,699,703,927,1207,1605,40,Virginia,VA,0
2021,"Kingsport-Bristol-Bristol, TN-VA MSA",METRO28700M28700,513,533,701,916,1008,40,Virginia,VA,0
2021,"Lynchburg, VA MSA",METRO31340M31340,633,660,784,1053,1241,40,Virginia,VA,0
2021,"Pulaski County, VA HUD Metro FMR Area",METRO13980N51155,618,631,721,1005,1191,40,Virginia,VA,0
2021,"Rappahannock County, VA HUD Metro FMR Area",METRO47900N51157,921,942,1074,1433,1664,40,Virginia,VA,0
2021,"Richmond, VA MSA",METRO40060M40060,993,1020,1163,1538,1840,40,Virginia,VA,0
2021,"Roanoke, VA HUD Metro FMR Area",METRO40220M40220,641,743,941,1268,1387,40,Virginia,VA,0
2021,"Staunton-Waynesboro, VA MSA",METRO44420M44420,690,695,910,1239,1416,40,Virginia,VA,0
2021,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",METRO47260M47260,960,972,1147,1618,1986,40,Virginia,VA,0
2021,"Warren County, VA HUD Metro FMR Area",METRO47900MM8820,676,777,1024,1376,1773,40,Virginia,VA,0
2021,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,1513,1548,1765,2263,2742,40,Virginia,VA,1
2021,"Winchester, VA-WV MSA",METRO49020M49020,814,819,1064,1399,1814,40,Virginia,VA,0
2021,"Bellingham, WA MSA",METRO13380M13380,907,972,1245,1782,2156,40,Washington,WA,0
2021,"Bremerton-Silverdale, WA MSA",METRO14740M14740,976,1141,1479,2074,2397,40,Washington,WA,0
2021,"Columbia County, WA HUD Metro FMR Area",METRO47460N53013,685,788,1038,1298,1517,40,Washington,WA,0
2021,"Kennewick-Richland, WA MSA",METRO28420M28420,678,824,1019,1378,1721,40,Washington,WA,0
2021,"Lewiston, ID-WA MSA",METRO30300M30300,584,672,885,1223,1468,40,Washington,WA,0
2021,"Longview, WA MSA",METRO31020M31020,676,774,1020,1460,1721,40,Washington,WA,0
2021,"Mount Vernon-Anacortes, WA MSA",METRO34580M34580,839,974,1225,1753,2095,40,Washington,WA,0
2021,"Olympia-Tumwater, WA MSA",METRO36500M36500,1021,1026,1241,1776,2149,40,Washington,WA,0
2021,"Pend Oreille County, WA HUD Metro FMR Area",METRO44060N53051,646,730,962,1230,1452,40,Washington,WA,0
2021,"Portland-Vancouver-Hillsboro, OR-WA MSA",METRO38900M38900,1245,1331,1536,2193,2657,40,Washington,WA,0
2021,"Seattle-Bellevue, WA HUD Metro FMR Area",METRO42660MM7600,1523,1599,1906,2694,3172,40,Washington,WA,0
2021,"Spokane, WA HUD Metro FMR Area",METRO44060M44060,674,774,1007,1441,1718,40,Washington,WA,0
2021,"Stevens County, WA HUD Metro FMR Area",METRO44060N53065,570,637,836,1196,1447,40,Washington,WA,0
2021,"Tacoma, WA HUD Metro FMR Area",METRO42660MM8200,1011,1126,1461,2091,2530,40,Washington,WA,0
2021,"Walla Walla County, WA HUD Metro FMR Area",METRO47460N53071,728,837,1103,1579,1628,40,Washington,WA,0
2021,"Wenatchee, WA MSA",METRO48300M48300,734,866,1107,1511,1735,40,Washington,WA,0
2021,"Yakima, WA MSA",METRO49420M49420,722,792,1044,1468,1595,40,Washington,WA,0
2021,"Boone County, WV HUD Metro FMR Area",METRO16620N54005,461,593,676,901,1027,40,West Virginia,WV,0
2021,"Charleston, WV HUD Metro FMR Area",METRO16620M16620,534,664,805,1022,1137,40,West Virginia,WV,0
2021,"Cumberland, MD-WV MSA",METRO19060M19060,499,587,734,965,1223,40,West Virginia,WV,0
2021,"Fayette County, WV HUD Metro FMR Area",METRO13220N54019,522,566,676,913,917,40,West Virginia,WV,0
2021,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",METRO26580M26580,553,652,791,1063,1213,40,West Virginia,WV,0
2021,"Jefferson County, WV HUD Metro FMR Area",METRO47900MM3630,789,794,932,1334,1614,40,West Virginia,WV,0
2021,"Lincoln County, WV HUD Metro FMR Area",METRO26580M54043,495,571,686,865,1035,40,West Virginia,WV,0
2021,"Martinsburg, WV HUD Metro FMR Area",METRO25180MM0877,719,723,917,1204,1588,40,West Virginia,WV,0
2021,"Morgantown, WV MSA",METRO34060M34060,711,715,861,1164,1491,40,West Virginia,WV,0
2021,"Parkersburg-Vienna, WV MSA",METRO37620M37620,605,622,745,1003,1135,40,West Virginia,WV,0
2021,"Putnam County, WV HUD Metro FMR Area",METRO26580M54079,655,694,907,1177,1413,40,West Virginia,WV,0
2021,"Raleigh County, WV HUD Metro FMR Area",METRO13220N54081,581,611,698,960,1192,40,West Virginia,WV,0
2021,"Weirton-Steubenville, WV-OH MSA",METRO48260M48260,511,576,734,960,1051,40,West Virginia,WV,0
2021,"Wheeling, WV-OH MSA",METRO48540M48540,550,570,740,952,1134,40,West Virginia,WV,0
2021,"Winchester, VA-WV MSA",METRO49020M49020,814,819,1064,1399,1814,40,West Virginia,WV,0
2021,"Appleton, WI MSA",METRO11540M11540,592,619,803,1103,1107,40,Wisconsin,WI,0
2021,"Columbia County, WI HUD Metro FMR Area",METRO31540N55021,606,697,919,1306,1311,40,Wisconsin,WI,0
2021,"Duluth, MN-WI MSA",METRO20260M20260,654,671,884,1141,1394,40,Wisconsin,WI,0
2021,"Eau Claire, WI MSA",METRO20740M20740,573,659,868,1178,1354,40,Wisconsin,WI,0
2021,"Fond du Lac, WI MSA",METRO22540M22540,582,619,801,1073,1086,40,Wisconsin,WI,0
2021,"Green Bay, WI HUD Metro FMR Area",METRO24580M24580,630,680,892,1261,1275,40,Wisconsin,WI,0
2021,"Green County, WI HUD Metro FMR Area",METRO31540N55045,641,652,858,1121,1171,40,Wisconsin,WI,0
2021,"Iowa County, WI HUD Metro FMR Area",METRO31540N55049,655,665,876,1123,1400,40,Wisconsin,WI,0
2021,"Janesville-Beloit, WI MSA",METRO27500M27500,651,656,864,1151,1172,40,Wisconsin,WI,0
2021,"Kenosha County, WI HUD Metro FMR Area",METRO16980MM3800,694,798,1052,1365,1547,40,Wisconsin,WI,0
2021,"La Crosse-Onalaska, WI-MN MSA",METRO29100M29100,577,673,874,1216,1513,40,Wisconsin,WI,0
2021,"Madison, WI HUD Metro FMR Area",METRO31540M31540,889,1039,1211,1641,1965,40,Wisconsin,WI,0
2021,"Milwaukee-Waukesha-West Allis, WI MSA",METRO33340M33340,663,803,973,1242,1362,40,Wisconsin,WI,0
2021,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",METRO33460M33460,898,1054,1308,1838,2156,40,Wisconsin,WI,0
2021,"Oconto County, WI HUD Metro FMR Area",METRO24580N55083,529,587,740,986,1090,40,Wisconsin,WI,0
2021,"Oshkosh-Neenah, WI MSA",METRO36780M36780,529,591,759,1025,1246,40,Wisconsin,WI,0
2021,"Racine, WI MSA",METRO39540M39540,598,688,907,1195,1306,40,Wisconsin,WI,0
2021,"Sheboygan, WI MSA",METRO43100M43100,535,644,769,985,1147,40,Wisconsin,WI,0
2021,"Wausau, WI MSA",METRO48140M48140,536,618,813,1017,1175,40,Wisconsin,WI,0
2021,"Casper, WY MSA",METRO16220M16220,593,737,868,1242,1503,40,Wyoming,WY,0
2021,"Cheyenne, WY MSA",METRO16940M16940,692,696,887,1269,1536,40,Wyoming,WY,0
2022,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,562,565,744,988,1111,40,Alabama,AL,0
2022,"Auburn-Opelika, AL MSA",METRO12220M12220,672,706,924,1222,1383,40,Alabama,AL,0
2022,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,765,820,943,1220,1316,40,Alabama,AL,0
2022,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,583,619,705,978,982,40,Alabama,AL,0
2022,"Columbus, GA-AL HUD Metro FMR Area",METRO17980M17980,654,724,827,1122,1415,40,Alabama,AL,0
2022,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,772,777,1017,1348,1715,40,Alabama,AL,0
2022,"Decatur, AL MSA",METRO19460M19460,554,592,720,946,1009,40,Alabama,AL,0
2022,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,561,565,705,929,1043,40,Alabama,AL,0
2022,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,525,575,751,935,1173,40,Alabama,AL,0
2022,"Gadsden, AL MSA",METRO23460M23460,547,580,710,894,970,40,Alabama,AL,0
2022,"Greene County, AL HUD Metro FMR Area",METRO46220M01063,562,565,705,871,956,40,Alabama,AL,0
2022,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,540,543,705,931,1112,40,Alabama,AL,0
2022,"Huntsville, AL MSA",METRO26620M26620,647,757,897,1189,1428,40,Alabama,AL,0
2022,"Mobile, AL HUD Metro FMR Area",METRO33660M33660,662,690,861,1148,1244,40,Alabama,AL,0
2022,"Montgomery, AL MSA",METRO33860M33860,643,764,914,1156,1494,40,Alabama,AL,0
2022,"Pickens County, AL HUD Metro FMR Area",METRO46220N01107,535,538,705,952,956,40,Alabama,AL,0
2022,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,758,762,927,1162,1257,40,Alabama,AL,0
2022,"Washington County, AL HUD Metro FMR Area",METRO33660M01129,543,566,705,901,956,40,Alabama,AL,0
2022,"Anchorage, AK HUD Metro FMR Area",METRO11260M11260,877,948,1248,1773,2136,40,Alaska,AK,0
2022,"Fairbanks, AK MSA",METRO21820M21820,877,1003,1320,1875,2259,40,Alaska,AK,0
2022,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",METRO11260N02170,744,789,1035,1470,1772,40,Alaska,AK,0
2022,"Flagstaff, AZ MSA",METRO22380M22380,1138,1166,1474,1868,2245,40,Arizona,AZ,0
2022,"Lake Havasu City-Kingman, AZ MSA",METRO29420M29420,667,766,969,1364,1539,40,Arizona,AZ,0
2022,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,1005,1091,1311,1825,2078,40,Arizona,AZ,0
2022,"Prescott, AZ MSA",METRO39140M39140,733,894,1103,1537,1724,40,Arizona,AZ,0
2022,"Sierra Vista-Douglas, AZ MSA",METRO43420M43420,686,690,907,1288,1552,40,Arizona,AZ,0
2022,"Tucson, AZ MSA",METRO46060M46060,665,761,1001,1422,1685,40,Arizona,AZ,0
2022,"Yuma, AZ MSA",METRO49740M49740,725,736,968,1375,1657,40,Arizona,AZ,0
2022,"Fayetteville-Springdale-Rogers, AR MSA",METRO22220M22220,658,695,865,1229,1481,40,Arkansas,AR,0
2022,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,559,562,740,1031,1165,40,Arkansas,AR,0
2022,"Franklin County, AR HUD Metro FMR Area",METRO22900M05047,505,547,649,806,1015,40,Arkansas,AR,0
2022,"Grant County, AR HUD Metro FMR Area",METRO30780N05053,627,647,739,923,1002,40,Arkansas,AR,0
2022,"Hot Springs, AR MSA",METRO26300M26300,589,613,807,1006,1352,40,Arkansas,AR,0
2022,"Jonesboro, AR HUD Metro FMR Area",METRO27860MM3700,553,648,832,1078,1390,40,Arkansas,AR,0
2022,"Little River County, AR HUD Metro FMR Area",METRO45500N05081,490,493,649,922,1111,40,Arkansas,AR,0
2022,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,706,728,833,1118,1330,40,Arkansas,AR,0
2022,"Memphis, TN-MS-AR HUD Metro FMR Area",METRO32820M32820,694,792,912,1219,1404,40,Arkansas,AR,0
2022,"Pine Bluff, AR MSA",METRO38220M38220,563,578,760,950,1097,40,Arkansas,AR,0
2022,"Poinsett County, AR HUD Metro FMR Area",METRO27860N05111,490,493,649,802,894,40,Arkansas,AR,0
2022,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",METRO45500M45500,669,670,838,1046,1344,40,Arkansas,AR,0
2022,"Bakersfield, CA MSA",METRO12540M12540,763,772,1013,1439,1734,40,California,CA,0
2022,"Chico, CA MSA",METRO17020M17020,826,895,1177,1662,2015,40,California,CA,0
2022,"El Centro, CA MSA",METRO20940M20940,716,815,1065,1486,1793,40,California,CA,0
2022,"Fresno, CA MSA",METRO23420M23420,899,904,1137,1607,1847,40,California,CA,0
2022,"Hanford-Corcoran, CA MSA",METRO25260M25260,924,930,1162,1651,1799,40,California,CA,0
2022,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,1384,1604,2044,2693,2933,40,California,CA,0
2022,"Madera, CA MSA",METRO31460M31460,913,919,1198,1702,1870,40,California,CA,0
2022,"Merced, CA MSA",METRO32900M32900,766,914,1120,1591,1917,40,California,CA,0
2022,"Modesto, CA MSA",METRO33700M33700,936,1001,1250,1761,2063,40,California,CA,0
2022,"Napa, CA MSA",METRO34900M34900,1438,1645,2164,2924,2935,40,California,CA,0
2022,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,1538,1854,2274,3006,3578,40,California,CA,0
2022,"Oxnard-Thousand Oaks-Ventura, CA MSA",METRO37100M37100,1507,1792,2218,3101,3655,40,California,CA,0
2022,"Redding, CA MSA",METRO39820M39820,834,954,1255,1783,2148,40,California,CA,0
2022,"Riverside-San Bernardino-Ontario, CA MSA",METRO40140M40140,1062,1202,1509,2065,2542,40,California,CA,0
2022,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,1108,1228,1543,2192,2625,40,California,CA,1
2022,"Salinas, CA MSA",METRO41500M41500,1533,1616,1967,2794,3081,40,California,CA,0
2022,"San Benito County, CA HUD Metro FMR Area",METRO41940N06069,1096,1253,1649,2342,2822,40,California,CA,0
2022,"San Diego-Carlsbad, CA MSA",METRO41740M41740,1573,1739,2232,3099,3795,40,California,CA,1
2022,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,2115,2631,3198,4111,4473,40,California,CA,0
2022,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",METRO41940M41940,2145,2418,2868,3687,4213,40,California,CA,0
2022,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",METRO42020M42020,1308,1436,1890,2685,3047,40,California,CA,0
2022,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",METRO31080MM5945,1716,1905,2324,3178,3674,40,California,CA,0
2022,"Santa Cruz-Watsonville, CA MSA",METRO42100M42100,2085,2385,3138,4000,4458,40,California,CA,0
2022,"Santa Maria-Santa Barbara, CA MSA",METRO42200M42200,1875,2157,2516,3316,3790,40,California,CA,0
2022,"Santa Rosa, CA MSA",METRO42220M42220,1373,1549,2038,2851,3163,40,California,CA,0
2022,"Stockton-Lodi, CA MSA",METRO44700M44700,891,992,1305,1854,2234,40,California,CA,0
2022,"Vallejo-Fairfield, CA MSA",METRO46700M46700,1232,1408,1677,2382,2870,40,California,CA,0
2022,"Visalia-Porterville, CA MSA",METRO47300M47300,746,764,1005,1405,1629,40,California,CA,0
2022,"Yolo, CA HUD Metro FMR Area",METRO40900MM9270,1212,1280,1684,2353,2843,40,California,CA,0
2022,"Yuba City, CA MSA",METRO49700M49700,920,926,1173,1666,2008,40,California,CA,0
2022,"Boulder, CO MSA",METRO14500M14500,1284,1449,1748,2352,2786,40,Colorado,CO,0
2022,"Colorado Springs, CO HUD Metro FMR Area",METRO17820M17820,885,1033,1302,1849,2229,40,Colorado,CO,1
2022,"Denver-Aurora-Lakewood, CO MSA",METRO19740M19740,1236,1364,1659,2226,2501,40,Colorado,CO,0
2022,"Fort Collins, CO MSA",METRO22660M22660,1084,1143,1421,2019,2419,40,Colorado,CO,0
2022,"Grand Junction, CO MSA",METRO24300M24300,682,781,1026,1457,1756,40,Colorado,CO,0
2022,"Greeley, CO MSA",METRO24540M24540,897,990,1272,1801,2022,40,Colorado,CO,0
2022,"Pueblo, CO MSA",METRO39380M39380,783,800,1052,1377,1638,40,Colorado,CO,0
2022,"Teller County, CO HUD Metro FMR Area",METRO17820N08119,817,962,1229,1746,2104,40,Colorado,CO,0
2022,"Bridgeport, CT HUD Metro FMR Area",METRO14860MM1160,911,1101,1371,1765,2094,40,Connecticut,CT,0
2022,"Colchester-Lebanon, CT HUD Metro FMR Area",METRO35980MM3280,876,1035,1318,1869,2256,40,Connecticut,CT,0
2022,"Danbury, CT HUD Metro FMR Area",METRO14860MM1930,1203,1412,1810,2291,2487,40,Connecticut,CT,0
2022,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",METRO25540M25540,865,1054,1302,1609,1907,40,Connecticut,CT,1
2022,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",METRO35300MM1160,967,1224,1456,1800,2492,40,Connecticut,CT,0
2022,"New Haven-Meriden, CT HUD Metro FMR Area",METRO35300MM5480,1048,1186,1447,1789,1995,40,Connecticut,CT,0
2022,"Norwich-New London, CT HUD Metro FMR Area",METRO35980M35980,833,1006,1254,1616,2102,40,Connecticut,CT,0
2022,"Southern Middlesex County, CT HUD Metro FMR Area",METRO25540MM5480,957,1101,1441,2047,2466,40,Connecticut,CT,0
2022,"Stamford-Norwalk, CT HUD Metro FMR Area",METRO14860MM8040,1520,1855,2230,2757,3056,40,Connecticut,CT,0
2022,"Waterbury, CT HUD Metro FMR Area",METRO35300MM8880,791,960,1190,1485,1749,40,Connecticut,CT,0
2022,"Windham County, CT HUD Metro FMR Area",METRO49340N09015,848,854,1110,1388,1875,40,Connecticut,CT,0
2022,"Dover, DE MSA",METRO20100M20100,851,856,1002,1423,1647,40,Delaware,DE,0
2022,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",METRO37980M37980,940,1071,1298,1605,1837,40,Delaware,DE,1
2022,"Sussex County, DE HUD Metro FMR Area",METRO41540N10005,651,733,964,1289,1515,40,Delaware,DE,0
2022,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,1539,1567,1785,2260,2713,40,District of Columbia,DC,1
2022,"Baker County, FL HUD Metro FMR Area",METRO27260N12003,565,617,812,1091,1390,40,Florida,FL,0
2022,"Cape Coral-Fort Myers, FL MSA",METRO15980M15980,976,979,1231,1603,1820,40,Florida,FL,0
2022,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",METRO18880M18880,981,987,1172,1542,1997,40,Florida,FL,0
2022,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",METRO19660M19660,754,931,1135,1505,1580,40,Florida,FL,0
2022,"Fort Lauderdale, FL HUD Metro FMR Area",METRO33100MM2680,1127,1240,1556,2207,2663,40,Florida,FL,1
2022,"Gainesville, FL HUD Metro FMR Area",METRO23540M23540,784,864,1038,1369,1408,40,Florida,FL,0
2022,"Homosassa Springs, FL MSA",METRO26140M26140,695,717,943,1316,1614,40,Florida,FL,0
2022,"Jacksonville, FL HUD Metro FMR Area",METRO27260M27260,827,995,1188,1542,1948,40,Florida,FL,1
2022,"Lakeland-Winter Haven, FL MSA",METRO29460M29460,830,836,1056,1418,1807,40,Florida,FL,0
2022,"Levy County, FL HUD Metro FMR Area",METRO23540M12075,572,575,757,1021,1136,40,Florida,FL,0
2022,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",METRO33100MM5000,1162,1332,1672,2220,2631,40,Florida,FL,0
2022,"Naples-Immokalee-Marco Island, FL MSA",METRO34940M34940,1106,1295,1583,2078,2153,40,Florida,FL,0
